year;sex;age;s_pop;f_dead;f_born;f_immig_pop;f_immig_cvd;f_immig_cancer;f_cancer_pop;f_pop_cvd;f_cvd_pop;f_cancer_dead;f_cvd_dead;dcost_unit_cancer;icost_unit_cancer;dcost_unit_cvd;icost_unit_cvd;dcost_cancer;dcost_cvd;icost_cancer;icost_cvd;dcost_growth_cancer;dcost_growth_cvd;prev_fruit;prev_wholegrains;prev_greens;prev_meat;prev_salt;paf_cancer_fruit;paf_cancer_wholegrains;paf_cancer_greens;paf_cancer_meat;paf_cancer_salt;paf_cvd_fruit;paf_cvd_wholegrains;paf_cvd_greens;paf_cvd_meat;paf_cvd_salt;s_cancer;s_cvd;s_dead_cancer;s_dead_cvd;s_dead;f_emig_pop;f_emig_cvd;f_emig_cancer;f_pop_cancer;dr;dr_cancer;dr_cvd;prev_alcohol;prev_obesity;prev_smoking;prev_inactivity;paf_cvd_other;paf_cvd_smoking;paf_cvd_inactivity;paf_cvd_obesity;paf_cvd_alcohol;cpaf_diet_cvd;p_pop_cvd;paf_cancer_other;paf_cancer_smoking;paf_cancer_inactivity;paf_cancer_obesity;paf_cancer_alcohol;cpaf_diet_cancer;p_pop_cancer;calibration_cancer;calibration_cvd;calibration_mortality
2029;1;66;46059.7446495337;153.448892684859;0;80.6536834685504;18.9944228708089;5.91976421835953;687.528967732018;1953.66355762572;1002.74386455298;113.683819645885;255.290579369515;56365.6828643048;1527.40322639255;31917.9784303917;328.980085217404;202209194.641411;362616090.863277;5479486.10939515;3737500.88006242;0;0;0.769361251047519;0.903155687603684;0.694034601306807;0.808758102381999;0.863603612453088;0.00306800339247706;0.0107216682236033;0;0.0167002838624199;0;0.0218245386049632;0.0538356253892726;0.0163839261516553;0.0593397920517836;0.107863341724408;3587.45222919078;11360.8727336566;718.147384354824;1445.13296317975;1101.36784206528;131.188484093181;30.8956694286372;9.62888315322223;1121.88144181241;0.00327629467718683;0.0330702632125885;0.023144728488051;0.256728494729364;0.2098;0.081165;0.315299866137797;0.0265235634461109;0.0853712215256054;0.0730655750280434;0.0727563578314813;0.0116716739979138;0.236035583564676;0.0417127644446967;0.0201077502003207;0.0291554803129479;0.0275939546341883;0.0116123686037483;0.0106675726442041;0.0302273192747082;0.0239533445431461;0.0374599320050511;0.0383892272391491;0.793205065627358
2029;1;67;42217.9899318303;151.234480562141;0;70.1866062841505;18.1183007871295;5.83235493283643;713.713662536914;1883.93446825752;1007.80114960893;117.877107110191;270.120391976943;56365.6828643048;1473.91780916526;31917.9784303917;318.878856320674;209189916.00724;363026937.457839;5470150.04578458;3626846.69652908;0;0;0.76430044643428;0.902518300492307;0.700087465728742;0.804246779675731;0.861058078503169;0.0030478837899717;0.0107141826548578;0;0.016608675424961;0;0.0216840912876946;0.0537996758349166;0.0165244536681045;0.059028328078875;0.107579610064489;3711.29924054758;11373.7446827827;749.616353131457;1548.7577433126;1097.08364650899;106.656895342096;27.5329128039899;8.86295694581781;1137.09532538803;0.00352165255233762;0.0330320444451612;0.024366314009624;0.252597936220851;0.20939;0.080545;0.311675236465171;0.0279174292029659;0.0847743751468651;0.0722863433287454;0.0726245002999411;0.0114860429321193;0.235510002162796;0.0438693782258857;0.0222372997830743;0.0289392136825572;0.0272853949099121;0.0115899382386043;0.0104977415911181;0.0301100589573845;0.0264784501525004;0.0417079638958043;0.0405235576989609;0.787360688842439
2029;1;68;39164.7599131606;147.125503145834;0;61.3988990951173;17.4061511733226;5.7358100797044;744.972626667028;1910.59730264786;1027.60361337279;120.465905752796;282.899862623617;56365.6828643048;1404.19186413228;31917.9784303917;310.557444858368;217173560.834615;369910018.954513;5410266.17139992;3599172.50287502;0;0;0.759163357438044;0.901877205803098;0.705122499340287;0.799721378335077;0.858514765523079;0.00302746008270858;0.0107066534294952;0;0.0165167639511509;0;0.0215414856746236;0.0537635144120152;0.0166413199258052;0.0587156848156638;0.107295945664507;3852.93940920473;11589.3937255842;792.086923525362;1686.19837858015;1101.18356773529;86.8522952060872;24.6220079250154;8.11363522197344;1140.18292714283;0.00368987641112167;0.0323410287681992;0.0250273247337149;0.247961928687009;0.208821;0.079435;0.309341963276519;0.0305381251496514;0.0837038796664957;0.0717840370786721;0.0724414456262013;0.0112776134555647;0.234963085152255;0.0479173750808181;0.0240233120273855;0.0285517858885392;0.0270866629600075;0.0115588075815527;0.0103070591576063;0.0299921557603413;0.0285955459609051;0.0454176415524982;0.044454110976398;0.761672280691471
2029;1;69;37084.9218106238;151.626724853465;0;53.1609758305017;16.4423946320068;5.54502645468494;788.972983713989;1982.30017897013;1063.41038293358;130.211644207141;311.913969196722;56365.6828643048;1309.64795897265;31917.9784303917;288.084301019548;229651999.520788;382541746.570509;5335928.83404692;3452733.44650886;0;0;0.753950352365977;0.901232374583537;0.708981283505289;0.795188995932222;0.855977661863242;0.00300673369774038;0.010699080205489;0;0.0164246934689078;0;0.0213967301243285;0.0537271394390216;0.016730865905318;0.0584023509512961;0.107012794083221;4074.32302512247;11985.1496047838;851.427613002551;1858.65366154121;1137.48108725274;80.9846907517089;25.0481151575592;8.4472161322714;1198.36491275971;0.00400916837483488;0.033007884146853;0.0266649788610268;0.243178327035821;0.208041;0.077743;0.308835688161256;0.0334559206230775;0.0820672707918533;0.0716749745203322;0.0721903920538733;0.0110624561628487;0.234392717744023;0.0524140793427875;0.0266313363432206;0.0279606251344634;0.0270435312519086;0.0115161296804484;0.0101102290152338;0.0298737526656913;0.0316860152086718;0.0507937463481883;0.0488662522453172;0.763209125010657
2029;1;70;35768.4744365774;160.622729879182;0;44.0517058151062;14.8933105260189;5.11673427222816;848.940699338825;2149.58460022275;1123.18955276304;144.916687267907;354.059663148923;56332.4668846687;0;31910.1615753289;0;245751832.645954;404516888.609542;0;0;0;0;0.748661872680615;0.900583777221275;0.711594449031315;0.790650896738;0.853446586110107;0.00298570635268536;0.0106914626330304;0;0.0163324895832635;0;0.0212498350108107;0.0536905491963701;0.0167914971095339;0.0580884128030822;0.106730136202609;4362.52566657679;12676.7420984258;943.964971197581;2097.71793252806;1205.94659116121;50.5680536057959;17.096403217812;5.87362709745324;1247.83474430144;0.00439531268740684;0.0341405912994326;0.0286569991906239;0.238315714800438;0.207003;0.075424;0.310600199414573;0.0376283824372193;0.0798146673125141;0.0720549772759617;0.071856086846025;0.0108436491291305;0.233797661041545;0.0588216653590693;0.028706649925724;0.0271492297045429;0.0271938408326202;0.0114593295269562;0.00991006757839446;0.0297548761397639;0.0341460009273947;0.0552919892314616;0.055144404952603;0.769945000303166
2029;1;71;33893.1486238598;162.026249764549;0;38.0788797990297;14.2343635794002;4.85593926400128;883.265824007178;2178.70624237561;1176.88371746613;151.862303686946;386.759491996137;56332.4668846687;0;31910.1615753289;0;253711769.482665;422446030.47435;0;0;0;0;0.743298434251592;0.899931384171224;0.712971670866824;0.786103104343693;0.850917405218232;0.00296438006077557;0.0106838003630674;0;0.0162400714096695;0;0.0211008127617657;0.0536537419674773;0.0168234486851527;0.0577735940137506;0.106447511135162;4503.82849382573;13238.6051846557;1006.83509312312;2343.75567597021;1236.90858614669;46.5599618034334;17.404698563899;5.93747368212899;1226.40500420352;0.00467856891753598;0.034386545830106;0.0298754696798178;0.233370357670304;0.205657;0.07249;0.314971651925971;0.0402930748589774;0.0769487803493472;0.07299506864324;0.0714222261913351;0.0106210194221707;0.233177426047349;0.062910962395492;0.029771807481323;0.0261207086374231;0.0275660222718578;0.0113856656568485;0.00970641704145302;0.0296354479008283;0.0354129058798507;0.0579600829314618;0.0593362421178734;0.751678424024632
2029;1;72;32408.3708783216;170.166047365701;0;32.5634829861396;13.3572227479574;4.55668226274307;928.326583095991;2236.56433081607;1236.93115439881;165.786734436175;435.924756676286;56332.4668846687;0;31910.1615753289;0;267086094.047334;442662631.825461;0;0;0;0;0.737860628423976;0.899275166948749;0.713187697430905;0.781537548013462;0.848382824421542;0.00294275713517966;0.0106760930589694;0;0.0161472747760358;0;0.0209496778919508;0.0536167160947766;0.0168284603175769;0.0574573337724038;0.106164103179903;4741.24619101357;13872.1526301422;1100.10016381191;2634.53769982504;1284.45495971947;44.6785312525517;18.3266972469108;6.25196853084078;1312.52800589537;0.00513003130655891;0.0357173299687858;0.0320385845188524;0.228338521334862;0.203954;0.069017;0.322168084993851;0.0432400330721615;0.073533249108241;0.0745385368311768;0.0708727109402237;0.0103943937187754;0.232532162577858;0.0674261711654004;0.0332794224042899;0.0249004255129772;0.0281781000418153;0.0112924481615489;0.00949911927242098;0.0295153078062792;0.0395690554327101;0.0654749101582062;0.0640048562223814;0.752645015116908
2029;1;73;31040.5337700024;177.420851621042;0;27.4733549047255;12.2134663804206;4.23506292810707;982.45158271749;2388.42311223622;1287.85672240662;180.218222726656;480.876831012292;56332.4668846687;0;31910.1615753289;0;282508039.391557;461335471.654821;0;0;0;0;0.732349122940543;0.898615099244616;0.712366308484741;0.776943595180191;0.845833619735185;0.00292084019274854;0.0106683404096238;0;0.0160538833008089;0;0.0207964470326805;0.0535794700426502;0.0168094045209203;0.0571388921154041;0.105878878638771;5015.01274513586;14457.321708189;1210.62120024967;2924.25325349209;1359.79880991679;41.8109198443816;18.5873281812401;6.4452221884463;1390.12033430197;0.0055676467127323;0.0366874512488782;0.0339448284781863;0.223178837304808;0.201845;0.065135;0.332280830478324;0.0481785083247011;0.0696854443682362;0.0766988206629341;0.0701912875938051;0.0101619021269522;0.231862575607275;0.0749511456401931;0.0367010702050784;0.023532810444918;0.0290369177403332;0.0111769829846895;0.00928646438915012;0.0293942445134896;0.0436233894655749;0.0729612826735961;0.0716181569775788;0.741954990511276
2029;1;74;28508.0692889951;183.929184077179;0;23.7238078683305;11.5870965679636;4.00517955483264;989.951496020995;2377.10091334362;1301.79881337028;193.062108758049;533.497341397404;56332.4668846687;0;31910.1615753289;0;283952618.436501;464979731.82314;0;0;0;0;0.726764662764071;0.897951157972914;0.710663540834404;0.772309745753472;0.843260104738544;0.00289863215736698;0.0106605421417454;0;0.0159596627953906;0;0.0206411389587204;0.0535420024566092;0.0167698988434296;0.0568174668644713;0.105590749371031;5040.65655455577;14571.5254598597;1256.27420389467;3188.26324822744;1383.21272868438;37.6552311312359;18.3914320090691;6.35715660387941;1386.84916678473;0.00627341930550268;0.0390043571900323;0.0372559552295887;0.217699400375849;0.19928;0.061006;0.345266751507773;0.0522068271252775;0.0655575831917731;0.079458125646249;0.0693611812233717;0.00991488306874142;0.231169860605766;0.0810776758224536;0.0398041124968093;0.0220739616806723;0.0301375142866357;0.0110365160129803;0.00906053098496013;0.0292720294240229;0.0473023700962915;0.0799125337698198;0.0779792416274906;0.754736057581086
2029;1;75;26232.5024322885;187.635258034032;0;19.8872989764766;10.6843327578933;3.71236487276512;1010.39086707831;2448.01004690195;1321.79310461526;204.432166647964;581.710660612513;56293.2871633588;0;31908.2042985902;0;288842709.432369;471938296.211008;0;0;0;0;0.721108070847737;0.897283324048355;0.708251189492013;0.767625242347586;0.840653580680439;0.00287613626310223;0.0106526980290096;0;0.0158643939943229;0;0.0204837746139142;0.0535043122072283;0.0167139247772979;0.0564923051853357;0.105298735079288;5131.03291684086;14790.5000166951;1346.66414997028;3475.3517243435;1404.74328345025;34.9965624128824;18.801694420338;6.53281318507809;1396.14826255245;0.0069331386337476;0.0404659569497312;0.0400083697999039;0.211670671164947;0.196217;0.0568;0.360943477282388;0.0584157038603173;0.0613149100739684;0.0827672908770002;0.0683679641488019;0.00964295882156187;0.230455637939663;0.0904541780143463;0.0434210516614537;0.0205834188690481;0.0314628451687775;0.0108687247998531;0.00881182954224506;0.0291484489808375;0.0515877962327651;0.0879374012921028;0.0875430254876615;0.748044849746751
2029;1;76;25061.8969860367;200.330372365126;0;17.6378138511392;10.4505258387285;3.61650268159094;1062.20865461767;2532.85386129038;1395.20012571418;223.5205459595;663.849260808359;56293.2871633588;0;31908.2042985902;0;302823889.397949;496561060.654927;0;0;0;0;0.715380248896505;0.896611582707261;0.705301475538807;0.762881366589366;0.838007518764774;0.00285335605732012;0.010644807895826;0;0.0157678989363123;0;0.0203243771367311;0.0534663984083478;0.0166454735633646;0.0561627937819653;0.105002096175688;5379.3960995594;15562.1750446441;1480.84481608323;3978.24906189141;1499.228818459;31.0677846217544;18.4078757538721;6.37021840370582;1446.10494779802;0.00773412158231937;0.0420859960023491;0.0432553951855958;0.204863110289062;0.192678;0.05267;0.37899247167873;0.0632835511672266;0.0571112434298333;0.0865478701162141;0.067217754914547;0.00933572596383996;0.229721864988017;0.0977854704815448;0.0470010233954134;0.0191153813596022;0.0329842519650036;0.0106747873857015;0.00853084906864899;0.0290233307024594;0.0558295347581079;0.0958966734022317;0.0951892044630399;0.743252229689598
2029;1;77;23118.6522719531;211.424630073158;0;15.1316502055755;9.85176622923314;3.40117665121673;1076.50723772534;2531.08228334077;1417.3567692647;239.080502526716;744.258304491188;56293.2871633588;0;31908.2042985902;0;306101684.591392;502666921.254265;0;0;0;0;0.709582178150703;0.895935923234479;0.701973735730913;0.75807224154671;0.835318263605343;0.0028302954038928;0.0106368716141345;0;0.0156700573273316;0;0.020162971886601;0.0534282604017513;0.0165682384203008;0.0558285151274613;0.104700413446503;5437.62320546512;15753.5321182732;1577.23708551183;4416.10277470439;1555.86654850376;28.2438465052564;18.3887262396274;6.34843589226186;1449.72909611161;0.00882899999810554;0.0444178160904692;0.0477366371897571;0.197171081763763;0.188723;0.048736;0.398975444081459;0.0685623989301719;0.0530719104766609;0.0906973564988309;0.0659289764787298;0.0089883466278506;0.228970710494834;0.105696888139703;0.0509800864630621;0.0177129150477266;0.0346631141449991;0.010457963142029;0.00821317064496539;0.0288965593320444;0.0605400524167595;0.104630716322792;0.103431322853499;0.75061131675832
2029;1;78;20995.0493149264;220.792669753151;0;12.5060672709168;8.91074401927651;3.07479423906565;1072.30169274186;2509.51114038225;1412.51223992665;250.118199093828;820.270729218671;56293.2871633588;0;31908.2042985902;0;303940808.884925;499476983.944853;0;0;0;0;0.703714920206605;0.895256338027665;0.698403879589965;0.753195034897549;0.832585118135491;0.00280695848655686;0.0106288890924178;0;0.0155708107289112;0;0.0199995864714517;0.0533898977044308;0.0164853703908603;0.0554892622502799;0.104393598610526;5399.23717730166;15653.5597951816;1659.62242013196;4848.45977222203;1608.13877245156;25.1712985943495;17.9348946034079;6.18872122075455;1421.63435994458;0.0101249515384725;0.0466507142135121;0.0527925098167495;0.188984563199058;0.184411;0.045075;0.420367422194963;0.0748654047734365;0.0492816728839684;0.0950978464107463;0.0645198017275165;0.00861836793616108;0.228204384691313;0.115079357978842;0.0549109286898869;0.0164041654299998;0.0364539049334244;0.0102214588311078;0.00787484623060412;0.0287680809706199;0.0651922865734579;0.113192826272515;0.113136043401952;0.756629568975937
2029;1;79;20307.6821589299;243.505093225535;0;10.4630279186747;8.1240377656619;2.81844754987767;1138.89320018049;2631.47256944107;1492.18371358106;274.010171755567;948.620855811979;56293.2871633588;0;31908.2042985902;0;321357882.360267;526017016.210369;0;0;0;0;0.697779617870627;0.894572821007572;0.69469709591268;0.748249543395475;0.829809758273505;0.0027833498124085;0.010620860257031;0;0.0154701541597921;0;0.0198342507763514;0.0533513099189049;0.0163993090450585;0.0551450105269551;0.104081829651735;5708.6359413994;16485.3218090248;1885.44323565525;5657.51506649971;1778.67376793787;24.2940861603626;18.8631890293216;6.54414841930999;1465.35677829063;0.0115188100914019;0.0481186772758223;0.0577933258715908;0.18081743560356;0.179801;0.041723;0.442605137799608;0.0812182218247883;0.0457846367414232;0.0996273862004372;0.0630085292815654;0.00824899021990123;0.227424927281328;0.124479666468621;0.0583941559121085;0.015202816370256;0.0383084652820115;0.00996848476238932;0.00753709310576338;0.0286378947856989;0.0693175088113858;0.120733037484632;0.122876391937806;0.752250103670733
2029;1;80;19222.3981268701;271.439408988346;0;8.12536592200182;6.85652678609402;2.36804393756871;1168.80577291647;2703.9282303749;1538.27537545438;296.599162744387;1103.75593378956;56275.9989974812;0;31902.4828940178;0;327692675.529244;540124644.585284;0;0;0;0;0.69177749602714;0.893885365452076;0.690923902892627;0.743237220105907;0.826995012202808;0.00275947421545608;0.0106127850267596;0;0.015368116344747;0;0.0196669969927015;0.0533124966109571;0.0163116903865908;0.0547958505487177;0.103765414478581;5822.95616900396;16930.4892782049;2065.02705398923;6519.52699829497;1949.61065806469;14.9525587326512;12.6176002970472;4.35775033369467;1443.50326713787;0.0135365308252127;0.05075251502297;0.065229834740535;0.173183579985886;0.174954;0.03868;0.465144011223561;0.0882744337532028;0.0425876175941759;0.104172230515831;0.0614142874573198;0.00790348202700835;0.226633961350038;0.134843381718401;0.0606366249767682;0.0141096680743866;0.0401808707831719;0.00970236580837228;0.00722118554728472;0.0285060335106475;0.0719866969381222;0.125611010419575;0.133586210390263;0.768705636364378
2029;1;81;18022.7419721018;299.763176599974;0;5.64608467061005;5.19829577650105;1.77694500212247;1186.50996256521;2718.82284876297;1577.74099004241;314.451177624439;1275.40068822738;56275.9989974812;0;31902.4828940178;0;331892864.243449;550860942.604005;0;0;0;0;0.685709862488679;0.893193961376063;0.687119253536585;0.738159763621649;0.824143103708079;0.0027353368601059;0.0106046632820414;0;0.0152647310209687;0;0.0194978596471059;0.0532734571616708;0.0162233254621241;0.0544418901659591;0.103444593724393;5897.59169372193;17267.0241508789;2243.11248446108;7551.02883179217;2110.88906387731;13.5319300617128;12.4587176763165;4.25879116149231;1451.98524081586;0.0159024298490291;0.053004388929799;0.0734883088183335;0.166428278720414;0.169929;0.035922;0.487513394782304;0.0947039711762317;0.0396714600825518;0.108637758128843;0.0597557614420066;0.00759753635582115;0.225832423934081;0.144233491634257;0.0649027982656942;0.0131168027384509;0.0420320008234246;0.00942632288519276;0.00694146693769948;0.0283725351117967;0.077027784719245;0.134513453976977;0.143355190040433;0.782096806208248
2029;1;82;16439.7860022651;322.915010117112;0;5.07790547678117;5.0599926397592;1.73643514500878;1183.00697789616;2755.35617968261;1566.95290299589;324.491004624345;1424.46970516743;56275.9989974812;0;31902.4828940178;0;330512288.00951;545407698.997312;0;0;0;0;0.679578108303413;0.892498594141861;0.683289238140587;0.733017968387121;0.82125434400327;0.00271094324249185;0.0105964948486394;0;0.0151600135274801;0;0.0193268756152678;0.0532341906888806;0.0161343553621747;0.05408317432587;0.103119393212691;5873.0594551383;17096.0893799142;2389.64887303515;8502.8894708108;2273.49145808523;12.3820675692412;12.3383885446163;4.23415862965863;1446.66580302895;0.0186683045447368;0.0548586797351636;0.0826427173890953;0.160222419644581;0.164785;0.033411;0.509359549899294;0.105148428763639;0.0370009745068638;0.11295607375346;0.0580518766437172;0.0073163084183189;0.225020491845273;0.159292156387783;0.0705107433086315;0.0122111153374207;0.0438329534799587;0.00914358337832813;0.0066843602811952;0.0282374196750994;0.0836343834732426;0.146085918262537;0.1588129255601;0.792733457261801
2029;1;83;14784.285818112;345.18171856728;0;4.25046256147931;4.62770543180575;1.58443900826775;1165.20451047316;2730.34648746212;1546.92642120251;331.24266809899;1592.67808027315;56275.9989974812;0;31902.4828940178;0;324208816.5447;535655262.730749;0;0;0;0;0.673383706299953;0.891799248101701;0.679434211954436;0.727812434510401;0.818328591703156;0.00268629918479466;0.0105882795404263;0;0.0150539752468751;0;0.0191540840868365;0.0531946962527703;0.0160447880172471;0.0537197344181382;0.102789787726056;5761.049511697;16790.3941680725;2491.5931687993;9583.15753250284;2421.73323901731;10.3213044677659;11.2373550073519;3.84745828916205;1388.61987262215;0.022085892604319;0.0568557133312983;0.0935978042678433;0.154068291961589;0.159583;0.031106;0.530469031982249;0.115954761954765;0.034536465026711;0.117089208255806;0.0563224882459823;0.00703726732144369;0.224198183850723;0.174696793170158;0.0749339123825358;0.0113782650443859;0.0455667551536775;0.00885749171438563;0.00642926533339047;0.02810070369039;0.0888485911196313;0.155217134904966;0.174708162715677;0.808102369969701
2029;1;84;13091.6100742428;364.730836799579;0;3.5508837874838;4.18353038159408;1.44544587501018;1130.99636787652;2610.10145823191;1487.92014104634;333.566895792667;1742.78885513995;56275.9989974812;0;31902.4828940178;0;313215227.309598;511691660.221921;0;0;0;0;0.667128210238941;0.891095907639624;0.675554542818776;0.722543822157776;0.815365716472401;0.00266141083197558;0.0105800171716228;0;0.0149466287852057;0;0.0189795265472072;0.0531549729146927;0.0159546316542185;0.0533516060090328;0.102455753110323;5565.69821752285;16039.2425229659;2580.31756177057;10605.2545583326;2576.47317003269;8.41215124411556;9.91091018759014;3.42430505854004;1305.84020652239;0.0262546748117266;0.0589863778995061;0.10648108463392;0.147468184874639;0.154381;0.02897;0.550770103229849;0.125292322240467;0.0322413628751335;0.12102788994745;0.0545867379579361;0.00673783018719922;0.223365524989574;0.187884758011696;0.0793071077190407;0.0106052236680248;0.0472282381467367;0.00857123479526009;0.00615553842941217;0.0279624051713153;0.0939992085099259;0.16427860978889;0.188489842831159;0.826745034706619
2029;1;85;11117.0582702035;373.51906106699;0;3.01758258015219;3.8684289203703;1.34469412401593;1058.54908353632;2462.95301904107;1384.20187746823;326.037239740064;1858.4644129376;56221.5592457232;0;31917.0630498133;0;291539019.406551;473046091.353699;0;0;0;0;0.660813254088851;0.890388557173001;0.671650611110219;0.717212852199977;0.812365599391386;0.00263628464900495;0.0105717075568156;0;0.0148379879868159;0;0.0188032467628339;0.0531150197372509;0.0158638947954307;0.052978828906662;0.102117266318274;5185.53777799622;14821.1033896011;2575.32162700101;11471.3167252084;2629.83577921642;7.1908743949786;9.21843420466809;3.20439500448623;1188.66498347699;0.0314482227914642;0.0616007788039201;0.122056842298231;0.140479184486777;0.1492;0.026979;0.570314426678792;0.139301089130905;0.0300922134978478;0.124786693744665;0.0528516364071708;0.00642055260268706;0.222522546680527;0.207366914680216;0.084482556632823;0.00988356993172048;0.0488223312158094;0.00828596907121618;0.00586551845199802;0.0278225436677863;0.100078965496468;0.175014724632916;0.208707908457153;0.851869500012858
2029;1;86;8924.59313940968;358.822879884505;0;2.274496580895;3.12981385987321;1.10427896478471;928.823990742877;2116.14113209765;1196.60400888275;298.004008794583;1834.06072665347;56221.5592457232;0;31917.0630498133;0;253878349.055472;405228584.282104;0;0;0;0;0.654440551097355;0.889677181154058;0.66772280967424;0.711820306758551;0.809328133321817;0.00261092741727807;0.0105633505109749;0;0.0147280679472026;0;0.0186252907608763;0.0530748357843812;0.0157725862575013;0.0526014472200687;0.101774305453645;4515.67605846479;12696.2992694428;2417.22286438805;11641.2459876523;2584.99032326283;5.95021277972663;8.18777156387507;2.88885675355016;982.992853362826;0.0375119991546792;0.0641680257539943;0.139338320860056;0.133490184098914;0.144018;0.025121;0.589244295356585;0.149366493027913;0.0280780004337688;0.12839680292304;0.0511098175924491;0.00610307225754555;0.221669286821071;0.221225258500739;0.0867462772164965;0.00920917285640943;0.0503612304828676;0.00800048403227583;0.00557532916008277;0.027681140275703;0.102763868057329;0.179831076695671;0.223383059767495;0.87415673331098
2029;1;87;7103.25986014584;341.448692030235;0;1.76038467279204;2.58612280848116;0.920840528421448;799.626603138708;1801.21747071363;1020.77323173737;267.698528922476;1783.37745557403;56221.5592457232;0;31917.0630498133;0;216992796.579027;342264379.95272;0;0;0;0;0.64801189265569;0.88896176407142;0.663771543745676;0.706367029647503;0.806253223271605;0.00258534623020753;0.0105549458494727;0;0.0146168850238013;0;0.0184457068030866;0.053034420121437;0.015680715149847;0.0522195094117829;0.101426849815428;3859.60118307344;10723.5549655225;2226.78191275546;11782.9391918562;2507.47279453369;5.01514372655322;7.36758151755542;2.62337412421582;799.054459851484;0.0446729941463891;0.066955883626608;0.158825896088657;0.126501183711052;0.138837;0.023388;0.607751822131503;0.159969111936643;0.0261917416774938;0.131897690151715;0.0493619185058318;0.00578538895734706;0.220805789877928;0.235659937799495;0.0882321994550132;0.00857931835386573;0.0518609890390909;0.00771488971993341;0.00528497040535367;0.0275382176438396;0.104543247758087;0.183054548399796;0.238730012684739;0.895940459287545
2029;1;88;5207.92964519144;302.725474148047;0;1.38144707782104;2.14051891721287;0.782661909128269;641.119769675108;1454.31827434824;797.005577540808;225.91269474465;1596.09026027391;56221.5592457232;0;31917.0630498133;0;173044294.010881;264804371.87149;0;0;0;0;0.641529146954273;0.888242290451681;0.659797230856657;0.700853926705504;0.803140786758489;0.00255954848798476;0.0105464933881008;0;0.0145044568445959;0;0.0182645453538631;0.0529937718152729;0.015588290872918;0.0518330683434563;0.101074879942404;3077.89923176214;8296.63968323801;1938.2336738784;11001.095594848;2287.65500073311;4.21189445830841;6.52622884369454;2.38625815690746;618.738261259359;0.0535031978809488;0.0704744122487857;0.182055331429504;0.11951218332319;0.133655;0.021772;0.626036405067458;0.175944169785186;0.0244262211598441;0.135328897191921;0.0476072288782784;0.00546750250741536;0.219932106968253;0.257033798141086;0.0923255051795257;0.00799126524404943;0.0533380367081972;0.0074290757453503;0.00499444203932473;0.0273937999777779;0.109354773402664;0.191556703001079;0.261205486328999;0.923971265035424
2029;1;89;4107.44277986422;283.862340909188;0;0.86921440004505;1.42053570566585;0.531606795985771;548.924173520705;1228.93745747239;666.732009513758;200.969387888715;1510.11735442824;56221.5592457232;0;31917.0630498133;0;147005424.434799;219047460.147732;0;0;0;0;0.634994257428692;0.887518744860974;0.655800300731988;0.695281966014234;0.79999075417184;0.00253354189150652;0.0105379929430892;0;0.0143908023144588;0;0.0180818590424204;0.0529528899343308;0.0154953231161396;0.0514421813142141;0.100718377657852;2614.75182131278;6863.020566957;1786.37190809637;11050.7693138675;2234.05261915224;3.40158973512436;5.55913440288169;2.0803937673534;494.412073816108;0.0632541509479856;0.0732230051373881;0.205904912165883;0.112523182935327;0.128474;0.020265;0.644266057548081;0.188680941059222;0.0227740074498823;0.138722900360325;0.0458463901462588;0.00514941271282509;0.21904829593114;0.273848919837736;0.0929833289057965;0.00744224765497065;0.0548060728553864;0.00714315227664697;0.00470374391333641;0.0272479130407963;0.110171767933372;0.193010075631438;0.279138612996563;0.941075239040021
2029;1;90;3308.4574559897;279.008158753602;0;0.799833712434608;1.36884676629174;0.524624132158747;478.932060277654;1078.97498747424;568.012378073141;184.964220777494;1485.59340299064;56221.5592457232;0;31917.0630498133;0;127252982.382337;184088495.323499;0;0;0;0;0.628409240996095;0.886791111906567;0.651781195171793;0.689652177998636;0.796803069132087;0.00250733443546632;0.0105294443311249;0;0.0142759416191284;0;0.0178977026190527;0.0529117735487256;0.0154018218555589;0.0510469100913736;0.100357326114395;2263.41965768261;5767.71412320081;1675.64713590623;11429.8877768161;2264.17890045039;2.59764511108388;4.44564670756038;1.70383829897669;403.678409334285;0.0764225539098086;0.0772402752366435;0.237765849724197;0.105534182547465;0.123292;0.01886;0.66254723424376;0.205405249142932;0.021228573470009;0.142099843917446;0.0440786865176193;0.00483111937840149;0.218154421389017;0.295539831221945;0.0932810375626469;0.0069298421753321;0.0562736929176443;0.00685700879759432;0.0044128758785554;0.0271005841516157;0.110570727169379;0.193666524956981;0.302119135951719;0.979831263690519
