AR;alder;Kon;prev_cvd;prev_ccr;totpop
2019;98;2;936;171;2122
2019;99;1;203;44;376
2019;99;2;714;90;1477
2019;100;1;200;39;375
2019;100;2;768;127;1831
2020;13;1;35;28;164
2020;13;2;41;31;165
2020;14;1;42;21;183
2020;14;2;28;24;158
2020;15;1;62;68;60549
2020;15;2;75;61;57338
2020;16;1;108;75;60766
2020;16;2;101;61;56812
2020;17;1;139;62;59811
2020;17;2;115;68;56244
2020;18;1;356;70;58894
2020;18;2;279;71;55035
2020;19;1;476;59;58000
2020;19;2;453;62;52944
2020;20;1;595;58;60302
2020;20;2;473;56;53214
2020;21;1;604;66;64968
2020;21;2;450;71;52626
2020;22;1;640;90;61182
2020;22;2;502;75;53291
2020;23;1;641;80;59176
2020;23;2;486;95;54685
2020;24;1;675;86;61782
2020;24;2;502;96;57911
2020;25;1;698;106;66806
2020;25;2;556;112;62105
2020;26;1;742;137;71105
2020;26;2;627;147;67496
2020;27;1;741;140;74151
2020;27;2;647;175;70302
2020;28;1;835;167;77574
2020;28;2;713;197;73358
2020;29;1;831;182;79534
2020;29;2;759;219;74969
2020;30;1;837;212;80543
2020;30;2;791;269;76852
2020;31;1;885;181;77291
2020;31;2;845;278;73629
2020;32;1;944;217;76448
2020;32;2;857;332;72472
2020;33;1;803;196;72367
2020;33;2;842;324;69615
2020;34;1;886;205;72055
2020;34;2;862;337;68321
2020;35;1;915;253;71047
2020;35;2;830;377;66742
2020;36;1;933;246;68517
2020;36;2;810;398;64465
2020;37;1;951;241;66658
2020;37;2;870;408;63122
2020;38;1;1022;250;66970
2020;38;2;943;475;63105
2020;39;1;1096;251;65155
2020;39;2;899;483;62583
2020;40;1;1181;288;67355
2020;40;2;999;618;64500
2020;41;1;1235;298;65177
2020;41;2;1033;648;62462
2020;42;1;1337;298;62973
2020;42;2;1067;641;60633
2020;43;1;1505;337;63703
2020;43;2;1177;722;61245
2020;44;1;1588;336;64152
2020;44;2;1250;770;61592
2020;45;1;1860;412;66060
2020;45;2;1287;900;63981
2020;46;1;2118;422;68754
2020;46;2;1456;981;66625
2020;47;1;2254;491;67271
2020;47;2;1572;1067;65419
2020;48;1;2538;559;68258
2020;48;2;1651;1226;66390
2020;49;1;2869;615;67763
2020;49;2;1778;1243;66100
2020;50;1;3056;675;65891
2020;50;2;1861;1282;64429
2020;51;1;3286;732;64751
2020;51;2;1947;1350;62987
2020;52;1;3664;844;67092
2020;52;2;2234;1478;65474
2020;53;1;4258;1012;70225
2020;53;2;2419;1591;68006
2020;54;1;4870;1155;70588
2020;54;2;2630;1663;68237
2020;55;1;5260;1287;70283
2020;55;2;2874;1663;68250
2020;56;1;5714;1394;69305
2020;56;2;3155;1785;67912
2020;57;1;5707;1447;64743
2020;57;2;3123;1652;62763
2020;58;1;5950;1576;61168
2020;58;2;3158;1779;59957
2020;59;1;6379;1763;58626
2020;59;2;3293;1665;57743
2020;60;1;6777;1948;57497
2020;60;2;3527;1887;57147
2020;61;1;7291;2172;57480
2020;61;2;3786;1971;56692
2020;62;1;7892;2324;56733
2020;62;2;4124;1989;56345
2020;63;1;8595;2717;56544
2020;63;2;4388;2104;56867
2020;64;1;9004;2955;56581
2020;64;2;4687;2250;56191
2020;65;1;9452;2902;54526
2020;65;2;4990;2351;55494
2020;66;1;9949;3322;53014
2020;66;2;5267;2426;53866
2020;67;1;10738;3546;53588
2020;67;2;5767;2670;54582
2020;68;1;11225;3666;52536
2020;68;2;6241;2681;53979
2020;69;1;11556;3749;50953
2020;69;2;6670;2800;53082
2020;70;1;12435;4221;52755
2020;70;2;7235;3000;54585
2020;71;1;13244;4417;53491
2020;71;2;8143;3416;56118
2020;72;1;14480;4839;54255
2020;72;2;8981;3668;57590
2020;73;1;15210;4951;53827
2020;73;2;9605;3741;57023
2020;74;1;16002;5072;53289
2020;74;2;10479;4018;56648
2020;75;1;16436;5207;52022
2020;75;2;10879;3857;55012
2020;76;1;16781;5280;49471
2020;76;2;11512;3832;52911
2020;77;1;15813;4914;44464
2020;77;2;11207;3618;48632
2020;78;1;15020;4644;39812
2020;78;2;10754;3099;43488
2020;79;1;13025;3922;33336
2020;79;2;10059;2672;37602
2020;80;1;12415;3588;30213
2020;80;2;9830;2602;34773
2020;81;1;12013;3339;28330
2020;81;2;10153;2557;33865
2020;82;1;11152;3105;25262
2020;82;2;10033;2371;31568
2020;83;1;10255;2791;22209
2020;83;2;9519;2230;28407
2020;84;1;9416;2365;19827
2020;84;2;9209;2063;26381
2020;85;1;8412;2203;17062
2020;85;2;8682;1868;23448
2020;86;1;7280;1841;14446
2020;86;2;8230;1678;21464
2020;87;1;6535;1551;12648
2020;87;2;7686;1491;19477
2020;88;1;5852;1387;11097
2020;88;2;7394;1384;18070
2020;89;1;5072;1183;9388
2020;89;2;6870;1264;16161
2020;90;1;4205;904;7676
2020;90;2;6255;1081;14436
2020;91;1;3290;693;5965
2020;91;2;5270;858;11949
2020;92;1;2640;534;4776
2020;92;2;4678;744;10300
2020;93;1;1968;438;3575
2020;93;2;3784;571;8342
2020;94;1;1521;302;2682
2020;94;2;3125;450;6628
2020;95;1;1070;251;1937
2020;95;2;2376;350;5189
2020;96;1;785;148;1347
2020;96;2;1851;303;4010
2020;97;1;483;112;912
2020;97;2;1289;206;2797
2020;98;1;314;75;574
2020;98;2;857;129;1940
2020;99;1;205;49;357
2020;99;2;612;113;1410
2020;100;1;208;46;414
2020;100;2;862;139;2034
2021;14;1;41;33;213
2021;14;2;40;32;187
2021;15;1;102;79;62923
2021;15;2;73;65;59372
2021;16;1;86;67;60873
2021;16;2;111;59;57656
2021;17;1;180;79;61132
2021;17;2;154;60;57107
2021;18;1;342;63;60272
2021;18;2;318;66;56684
2021;19;1;550;65;59308
2021;19;2;479;78;55495
2021;20;1;564;72;58390
2021;20;2;494;62;53397
2021;21;1;646;66;60744
2021;21;2;521;62;53688
2021;22;1;671;77;65715
2021;22;2;486;81;53512
2021;23;1;682;91;62093
2021;23;2;510;81;54456
2021;24;1;645;94;60105
2021;24;2;496;90;55814
2021;25;1;697;92;62692
2021;25;2;531;105;58895
2021;26;1;728;119;67668
2021;26;2;597;122;63193
2021;27;1;745;162;72062
2021;27;2;669;172;68505
2021;28;1;796;154;74984
2021;28;2;718;197;71279
2021;29;1;873;169;78483
2021;29;2;808;233;74226
2021;30;1;893;197;80378
2021;30;2;829;231;75862
2021;31;1;860;212;81422
2021;31;2;852;295;77600
2021;32;1;938;199;78117
2021;32;2;898;310;74431
2021;33;1;982;250;77184
2021;33;2;917;355;73117
2021;34;1;861;217;73081
2021;34;2;895;369;70263
2021;35;1;977;215;72622
2021;35;2;953;363;68852
2021;36;1;981;247;71633
2021;36;2;894;407;67170
2021;37;1;1018;257;68979
2021;37;2;845;436;64873
2021;38;1;1026;243;67158
2021;38;2;923;448;63512
2021;39;1;1153;285;67391
2021;39;2;1011;522;63426
2021;40;1;1215;291;65528
2021;40;2;963;548;62890
2021;41;1;1344;302;67632
2021;41;2;1090;664;64802
2021;42;1;1358;327;65430
2021;42;2;1115;685;62740
2021;43;1;1455;325;63186
2021;43;2;1153;705;60907
2021;44;1;1639;361;63882
2021;44;2;1257;793;61469
2021;45;1;1765;379;64325
2021;45;2;1347;832;61802
2021;46;1;2016;432;66221
2021;46;2;1420;975;64142
2021;47;1;2341;474;68905
2021;47;2;1575;1098;66760
2021;48;1;2517;542;67322
2021;48;2;1714;1148;65517
2021;49;1;2842;594;68303
2021;49;2;1755;1320;66477
2021;50;1;3163;733;67786
2021;50;2;1955;1361;66172
2021;51;1;3383;740;65872
2021;51;2;2043;1334;64485
2021;52;1;3626;815;64709
2021;52;2;2136;1492;63027
2021;53;1;4046;983;67051
2021;53;2;2386;1566;65455
2021;54;1;4619;1134;70122
2021;54;2;2623;1679;67974
2021;55;1;5342;1308;70417
2021;55;2;2797;1736;68164
2021;56;1;5783;1469;70104
2021;56;2;3130;1768;68188
2021;57;1;6209;1562;69132
2021;57;2;3389;1906;67817
2021;58;1;6237;1635;64514
2021;58;2;3325;1816;62650
2021;59;1;6460;1756;60906
2021;59;2;3394;1906;59826
2021;60;1;6898;1949;58354
2021;60;2;3536;1813;57561
2021;61;1;7266;2139;57173
2021;61;2;3803;1985;56971
2021;62;1;7746;2397;57142
2021;62;2;4060;2150;56460
2021;63;1;8449;2569;56302
2021;63;2;4446;2126;56082
2021;64;1;9185;2877;56073
2021;64;2;4698;2303;56576
2021;65;1;9647;3147;56030
2021;65;2;5012;2362;55869
2021;66;1;9984;3135;53942
2021;66;2;5360;2507;55097
2021;67;1;10326;3460;52356
2021;67;2;5631;2582;53460
2021;68;1;11160;3714;52920
2021;68;2;6072;2819;54127
2021;69;1;11640;3859;51800
2021;69;2;6627;2802;53506
2021;70;1;11947;3908;50142
2021;70;2;7134;2935;52527
2021;71;1;12948;4346;51832
2021;71;2;7633;3166;53945
2021;72;1;13710;4527;52498
2021;72;2;8513;3490;55382
2021;73;1;14992;4866;53126
2021;73;2;9574;3839;56838
2021;74;1;15532;5075;52595
2021;74;2;10116;3998;56124
2021;75;1;16422;5213;51913
2021;75;2;10972;4064;55662
2021;76;1;16738;5336;50539
2021;76;2;11429;3907;53947
2021;77;1;17044;5419;47875
2021;77;2;11883;3897;51769
2021;78;1;15878;4997;42847
2021;78;2;11559;3660;47419
2021;79;1;15031;4546;38268
2021;79;2;11061;3108;42243
2021;80;1;12960;3909;31869
2021;80;2;10275;2716;36372
2021;81;1;12179;3545;28702
2021;81;2;9951;2639;33527
2021;82;1;11809;3217;26766
2021;82;2;10143;2571;32471
2021;83;1;10788;2970;23609
2021;83;2;10001;2411;30101
2021;84;1;9844;2615;20510
2021;84;2;9397;2189;26887
2021;85;1;8819;2231;18116
2021;85;2;9014;2035;24824
2021;86;1;7760;2029;15352
2021;86;2;8381;1795;21811
2021;87;1;6724;1687;12893
2021;87;2;7888;1591;19753
2021;88;1;5795;1396;11069
2021;88;2;7198;1449;17695
2021;89;1;5073;1179;9471
2021;89;2;6818;1271;16218
2021;90;1;4369;1014;7943
2021;90;2;6214;1152;14257
2021;91;1;3548;746;6314
2021;91;2;5504;976;12480
2021;92;1;2710;589;4808
2021;92;2;4601;728;10154
2021;93;1;2082;441;3724
2021;93;2;3936;639;8537
2021;94;1;1562;348;2751
2021;94;2;3097;493;6743
2021;95;1;1123;245;1970
2021;95;2;2462;363;5265
2021;96;1;778;177;1379
2021;96;2;1803;282;3960
2021;97;1;514;115;915
2021;97;2;1402;224;3027
2021;98;1;321;76;609
2021;98;2;944;172;2030
2021;99;1;202;55;363
2021;99;2;629;99;1364
2021;100;1;237;47;435
2021;100;2;954;161;2224
2022;15;1;88;83;63638
2022;15;2;95;84;59908
2022;16;1;153;82;63257
2022;16;2;97;66;59681
2022;17;1;146;73;61228
2022;17;2;175;61;57922
2022;18;1;401;82;61620
2022;18;2;332;69;57548
2022;19;1;613;57;60737
2022;19;2;494;58;57199
2022;20;1;614;67;59790
2022;20;2;512;82;55985
2022;21;1;602;76;58852
2022;21;2;549;67;53968
2022;22;1;689;79;61582
2022;22;2;546;69;54621
2022;23;1;695;78;66822
2022;23;2;517;81;54764
2022;24;1;678;94;63158
2022;24;2;542;92;55674
2022;25;1;639;109;61190
2022;25;2;525;96;57012
2022;26;1;722;98;63727
2022;26;2;576;108;60100
2022;27;1;740;132;68659
2022;27;2;637;133;64396
2022;28;1;817;180;73133
2022;28;2;732;186;69645
2022;29;1;836;158;76090
2022;29;2;784;218;72383
2022;30;1;903;188;79585
2022;30;2;874;234;75258
2022;31;1;961;217;81319
2022;31;2;905;267;76852
2022;32;1;931;208;82475
2022;32;2;964;332;78465
2022;33;1;1014;214;79144
2022;33;2;979;352;75292
2022;34;1;1054;254;78197
2022;34;2;991;371;73857
2022;35;1;938;233;73922
2022;35;2;952;391;70930
2022;36;1;1033;225;73372
2022;36;2;1002;398;69419
2022;37;1;1055;250;72301
2022;37;2;969;414;67723
2022;38;1;1104;268;69586
2022;38;2;935;485;65293
2022;39;1;1129;245;67664
2022;39;2;976;463;63945
2022;40;1;1245;310;67883
2022;40;2;1068;587;63764
2022;41;1;1313;300;65947
2022;41;2;1043;612;63213
2022;42;1;1458;330;68090
2022;42;2;1178;735;65114
2022;43;1;1513;324;65804
2022;43;2;1204;750;63022
2022;44;1;1659;366;63535
2022;44;2;1256;788;61088
2022;45;1;1854;359;64191
2022;45;2;1328;828;61690
2022;46;1;1969;417;64587
2022;46;2;1450;925;62009
2022;47;1;2222;466;66477
2022;47;2;1535;1051;64319
2022;48;1;2577;536;69071
2022;48;2;1717;1202;66905
2022;49;1;2719;591;67492
2022;49;2;1834;1264;65648
2022;50;1;3092;674;68392
2022;50;2;1921;1420;66550
2022;51;1;3447;798;67856
2022;51;2;2092;1421;66193
2022;52;1;3711;844;65937
2022;52;2;2215;1419;64519
2022;53;1;3967;937;64770
2022;53;2;2347;1572;63063
2022;54;1;4445;1071;66973
2022;54;2;2565;1646;65423
2022;55;1;5103;1291;70001
2022;55;2;2837;1733;67931
2022;56;1;5767;1501;70290
2022;56;2;3025;1819;68118
2022;57;1;6266;1662;69952
2022;57;2;3357;1838;68090
2022;58;1;6709;1780;68938
2022;58;2;3607;2049;67680
2022;59;1;6719;1919;64336
2022;59;2;3535;1909;62499
2022;60;1;6965;2110;60646
2022;60;2;3635;2005;59643
2022;61;1;7326;2134;58095
2022;61;2;3842;1922;57382
2022;62;1;7742;2368;56800
2022;62;2;4087;2104;56715
2022;63;1;8247;2649;56763
2022;63;2;4334;2242;56246
2022;64;1;8958;2859;55911
2022;64;2;4720;2269;55829
2022;65;1;9657;3124;55559
2022;65;2;5014;2459;56273
2022;66;1;10165;3362;55527
2022;66;2;5365;2476;55533
2022;67;1;10487;3484;53365
2022;67;2;5774;2622;54725
2022;68;1;10768;3657;51722
2022;68;2;6013;2676;53051
2022;69;1;11608;3921;52219
2022;69;2;6582;2976;53695
2022;70;1;12107;4084;51002
2022;70;2;6989;2912;52934
2022;71;1;12351;4031;49350
2022;71;2;7520;3019;51928
2022;72;1;13355;4509;50854
2022;72;2;8140;3302;53278
2022;73;1;14138;4646;51453
2022;73;2;8959;3552;54626
2022;74;1;15431;4982;51916
2022;74;2;10040;3957;55961
2022;75;1;16023;5303;51307
2022;75;2;10559;4042;55197
2022;76;1;16721;5436;50524
2022;76;2;11415;4048;54571
2022;77;1;16885;5572;48986
2022;77;2;11961;3858;52764
2022;78;1;17133;5550;46124
2022;78;2;12277;3971;50472
2022;79;1;15909;5033;41163
2022;79;2;11963;3634;46075
2022;80;1;14985;4513;36603
2022;80;2;11257;3172;40912
2022;81;1;12752;3853;30206
2022;81;2;10483;2792;35069
2022;82;1;11963;3502;27051
2022;82;2;9909;2594;32089
2022;83;1;11384;3197;24964
2022;83;2;10061;2600;30897
2022;84;1;10292;2833;21866
2022;84;2;9861;2339;28498
2022;85;1;9285;2460;18789
2022;85;2;9124;2150;25203
2022;86;1;8141;2102;16405
2022;86;2;8786;1961;23088
2022;87;1;7064;1831;13715
2022;87;2;7912;1712;20078
2022;88;1;5954;1495;11271
2022;88;2;7326;1494;17969
2022;89;1;5109;1214;9544
2022;89;2;6633;1316;15785
2022;90;1;4359;1018;7989
2022;90;2;6201;1117;14310
2022;91;1;3598;805;6435
2022;91;2;5499;1002;12308
2022;92;1;2833;588;5037
2022;92;2;4704;831;10554
2022;93;1;2104;446;3703
2022;93;2;3815;622;8372
2022;94;1;1602;335;2811
2022;94;2;3197;540;6829
2022;95;1;1148;241;1963
2022;95;2;2478;376;5297
2022;96;1;795;169;1382
2022;96;2;1902;306;4030
2022;97;1;529;128;920
2022;97;2;1310;219;2886
2022;98;1;330;71;606
2022;98;2;966;150;2125
2022;99;1;195;50;385
2022;99;2;625;115;1384
2022;100;1;231;59;426
2022;100;2;1014;170;2259
