year;sex;age;pop;immig;emig;born;dead
2043;1;26;72124.61539585;1795.45471935179;867.488670436074;2101.16272528782;42.1808970958061
2043;1;27;74713.7311735496;1822.94138340828;944.272815687832;2765.9934764062;44.3854673436343
2043;1;28;74649.0615000761;1805.7611296144;991.285060202057;3287.01386149111;44.8267883459434
2043;1;29;75409.8545769156;1776.93906767703;1029.11221569373;3958.97181012354;44.7118531028735
2043;1;30;75400.9917837404;1733.11896413927;1039.54444189127;4485.93427365724;44.4117123140894
2043;1;31;76088.9217635289;1677.5738246225;1041.57223534125;4960.1796111192;45.0602382030371
2043;1;32;75831.8683517929;1594.46394302039;1023.83217940603;5139.63249134872;44.261059906752
2043;1;33;78338.1547968577;1509.05595805099;1000.9991945568;5296.86403943104;45.1807284502975
2043;1;34;76905.9855480306;1409.84203405322;964.018948809065;5003.65179333915;45.813613230688
2043;1;35;76491.1338324977;1329.34598282525;936.301919160236;4571.88026577709;45.5699310402764
2043;1;36;75658.1938957034;1232.5146597566;897.572810604155;3986.27580497535;44.387627885565
2043;1;37;75231.3716461406;1151.24457157206;861.158160502868;3362.41030716543;44.5016910547735
2043;1;38;73221.8210511234;1058.69855852889;817.734738570098;2712.88745823079;44.4248731029435
2043;1;39;73299.697508679;991.302646831006;783.108416485228;2135.95004145716;44.873147184039
2043;1;40;72405.6740789387;919.315589410679;741.469882068302;1622.46864405376;46.0295697213012
2043;1;41;71155.3061995356;859.725153002463;714.063246955355;1115.2931409372;47.2469726479416
2043;1;42;69791.4127699812;791.043245767205;689.854919872371;727.728874411502;46.8698269043424
2043;1;43;70834.5864178832;729.96959768048;681.073514038153;471.926920904171;50.7505071456713
2043;1;44;73098.3898807623;678.039482455304;708.169626078784;262.805916640215;56.6247213807968
2043;1;45;70563.5743073414;635.109936123607;618.148096830143;154.651928949034;56.6195360945412
2043;1;46;68773.7046255304;581.790384341475;560.881377642855;90.076391186501;59.8058551628712
2043;1;47;70372.5011728099;538.889967865071;534.039636486642;52.3333450424455;66.502819042863
2043;1;48;74097.6529513985;487.665526061911;518.314976723756;33.8615527938746;78.8209312148559
2043;1;49;77299.4008504419;454.640932496642;489.957363991643;39.5653353234931;92.7948327806111
2043;1;50;79200.0073116362;409.793049904406;461.340499739451;0;104.916302624931
2043;1;51;81518.841235642;378.877491398439;443.438703914421;0;120.147040228571
2043;1;52;82256.5889333187;347.416338214993;432.802450337353;0;126.459328280315
2043;1;53;82244.4909963248;319.303743446703;422.407245909854;0;146.220212200537
2043;1;54;78350.9306289083;295.566127491235;404.570086883775;0;154.927511508244
2043;1;55;76613.1257634383;279.204581299094;391.281368792874;0;160.108274414461
2043;1;56;72179.8699843543;254.603170408136;367.116534399219;0;168.918680438586
2043;1;57;71007.959597242;229.062350975815;346.128986599563;0;180.931332922769
2043;1;58;69440.8949537396;216.12028238862;329.107996520953;0;190.228767932086
2043;1;59;66517.4998554168;197.874853806592;306.823756714947;0;205.5447938576
2043;1;60;64499.4304097923;184.300394692494;287.137045335063;0;215.925884888095
2043;1;61;64238.4731980554;172.488892391499;282.265106062633;0;239.631603521877
2043;1;62;62470.5028754966;162.592080881001;255.950903005922;0;255.853056646088
2043;1;63;63764.1696246866;156.642946472687;256.174686072752;0;289.908546956218
2043;1;64;61549.0449325935;146.130629109432;257.209361751776;0;312.51298692588
2043;1;65;59081.1574314564;142.186191582847;253.517823155098;0;337.064538801779
2043;1;66;59280.1104744518;122.653548118236;240.928702967156;0;372.205894259803
2043;1;67;59174.9529494307;107.097684672028;205.275224860564;0;410.063903010946
2043;1;68;60349.6233372499;94.4115891650014;187.245160633165;0;447.550159079656
2043;1;69;62142.422728741;80.424088796412;176.865015321077;0;510.979917358963
2043;1;70;60324.6173433116;67.1310001830477;113.393773561326;0;552.633082117627
2043;1;71;60498.7488128406;58.7670757251093;111.359660987591;0;602.77991637943
2043;1;72;59451.2955151724;52.1215973820054;104.090287955972;0;659.81364547406
2043;1;73;56926.7380571001;44.5822400622662;102.955314142417;0;691.069124215143
2043;1;74;55111.7980585509;40.5575991708712;98.78612131214;0;763.384584424082
2043;1;75;56092.3123152081;35.1154440161533;97.6847428206396;0;867.361340647026
2043;1;76;57632.5382215571;31.5296738020535;93.9511466852596;0;1002.09531746174
2043;1;77;56709.7141251959;28.2166402020873;91.1977541523316;0;1128.47039303794
2043;1;78;55142.0545570319;24.4863778274629;89.0886019667219;0;1255.35084819432
2043;1;79;52958.6816758668;22.3467241064099;84.9362762701699;0;1362.73204110428
2043;1;80;47981.2056107607;18.4271857346994;45.6465337424159;0;1435.33121356305
2043;1;81;43792.1908820212;14.4674625462926;42.7656727699728;0;1521.40654029367
2043;1;82;40357.7657193642;14.0976640348493;37.8802460456928;0;1621.75663883494
2043;1;83;37710.6510699399;12.9611516579864;37.2014625180261;0;1768.54927901576
2043;1;84;35764.4741802083;11.4249889714772;31.869900342976;0;1968.68699832466
2043;1;85;33059.6046428081;10.0640302286001;28.6099794915625;0;2148.34178104919
2043;1;86;30550.7032530597;7.92800038022734;26.6570407571133;0;2334.19103670217
2043;1;87;27965.5227791991;6.4280520849171;23.6251234080473;0;2511.98465812983
2043;1;88;24311.6447508527;5.56487115367659;20.0307907972558;0;2572.66632625729
2043;1;89;20961.8585887292;3.75013136665205;17.5368321891801;0;2583.77552820696
2043;1;90;18431.470381618;3.68353334571464;16.393745084989;0;2704.96009404921
2043;1;91;15361.8351606196;2.6827357028247;13.5388644890354;0;2629.75809942908
2043;1;92;12319.6298221245;1.99130447154679;10.7067582181391;0;2486.49641327533
2043;1;93;10233.5348369516;1.34590028501147;8.96024309497592;0;2440.49877307721
2043;1;94;8089.88525214639;0.562013493088975;6.7614982183344;0;2235.88050296133
2043;1;95;6195.86272231556;0.363706097258939;5.12075274576493;0;1951.09468691179
2043;1;96;4446.35188363966;0.333614960584402;3.79126716405152;0;1672.46733969911
2043;1;97;3056.3521478305;0.176789925627292;2.50324830545113;0;1321.41926884532
2043;1;98;2004.69910990711;0.200398790882933;1.5642122690535;0;973.104338145648
2043;1;99;1220.49967985167;0.0919791884499276;0.988442914096684;0;684.02332652434
2043;1;100;1342.96595685109;0.274921427971536;1.28107137955806;0;960.079246400303
2043;2;0;60075.1936416028;517.678653503713;79.2730450683112;0;79.7971029871063
2043;2;1;60169.1420250737;824.169252130523;340.813855390878;0;15.6385643619807
2043;2;2;60158.2705687648;775.581860465508;359.33753919027;0;5.31564124939648
2043;2;3;60100.5559908113;787.560558428743;376.164008186169;0;3.73412883573809
2043;2;4;59919.5928296969;742.537829740732;385.299308788036;0;3.3035859851989
2043;2;5;59693.3171535076;714.455578091308;393.870815293195;0;2.912994704848
2043;2;6;59450.1236861016;687.297956190235;396.45792743056;0;2.61367129260402
2043;2;7;59225.1004376716;658.706981735927;386.061392225279;0;2.24967105428303
2043;2;8;59073.1473595865;628.08789689941;347.745128912342;0;2.15968359868663
2043;2;9;58993.7681566016;618.611905348179;315.320810673678;0;2.08951951827861
2043;2;10;59031.2314643113;592.568124483533;286.746903044002;0;2.09425318932148
2043;2;11;59219.9973589682;581.93865746122;260.346293171826;0;2.33756159519665
2043;2;12;59512.8455926495;557.07647421134;235.531090393038;0;2.59175505815516
2043;2;13;59949.1051947692;535.358509259181;214.072074215768;0;3.20191704333522
2043;2;14;59729.4752632991;531.70746902118;198.612185562357;0;3.64316137633344
2043;2;15;59550.3386872155;518.1479654412;186.679497963026;3.10612641190429;4.65711381636767
2043;2;16;59462.010105793;537.707219693328;160.390295311083;6.11845292088623;5.59013742371907
2043;2;17;59400.3444131361;539.762639182709;133.441165111388;14.0762379618485;6.82862699858897
2043;2;18;59359.2043311539;643.940492198903;153.658029151363;36.1673066405337;7.72432283878252
2043;2;19;60472.5805845957;881.291705626603;341.064083488201;82.6115445255289;9.08382772823467
2043;2;20;61466.3657543963;1052.50293801458;489.721761843166;161.908066890377;9.77666121652705
2043;2;21;62569.2478319429;1179.31621668167;577.339362114955;299.085049776378;10.8626245945739
2043;2;22;64100.8223232833;1399.32407043467;637.962776825165;519.51683610412;11.4542041538213
2043;2;23;64346.9439043013;1618.27253255914;687.303979547842;793.230421299849;11.7471436581487
2043;2;24;65948.1345168483;1766.29295532552;771.395167531469;1139.93679220663;12.3947303204656
2043;2;25;67697.7323660042;1820.16856616106;859.278655752966;1521.41423239424;13.3297062900528
2043;2;26;68653.5344228368;1805.28375027189;925.733311421136;1985.90734918761;13.7234866516255
2043;2;27;71124.2827172989;1765.01833915122;964.433478712436;2614.27004509973;14.6572166263526
2043;2;28;70192.1016927816;1739.32885951737;975.819892299917;3106.71082532296;15.1442822869014
2043;2;29;71558.0567364374;1667.01185219587;977.896669246242;3741.80976957602;16.0943796564625
2043;2;30;71553.4956512994;1593.3273495923;958.573002896511;4239.86668657859;16.8275574606255
2043;2;31;72449.4521162132;1510.11040624642;937.608414752447;4688.09817748068;18.0428038535752
2043;2;32;72303.3933426632;1413.70178495356;893.598509344582;4857.70750349415;18.7317586872186
2043;2;33;74433.5023930345;1307.7011130956;855.348408869888;5006.31440723506;20.4460268701602
2043;2;34;73108.0347046767;1224.57667170081;806.588001673057;4729.18577394183;20.946572537713
2043;2;35;72539.7032130289;1119.87596742375;757.918340534963;4321.09827103888;21.6848472761608
2043;2;36;71954.0542691701;1027.81755804029;710.470767856717;3767.6160545371;22.0359017767056
2043;2;37;71684.822606385;944.21699746355;667.779400044329;3177.97153910073;23.125291597441
2043;2;38;70013.2375600927;871.450449311834;625.952149587024;2564.07705884914;23.5099337520466
2043;2;39;69567.9530949993;793.129040634811;584.40610507441;2018.78647178377;24.5653896249834
2043;2;40;68975.278651735;727.943759062959;555.184586157231;1533.47114208465;26.1101294846434
2043;2;41;67602.5642119449;678.501295724505;523.336051752704;1054.11580856135;26.4494311011922
2043;2;42;65339.3826597368;616.944128738499;481.422032754924;687.810659553684;28.7096894518529
2043;2;43;65120.2230824971;563.351078585813;452.834228814637;446.040246775601;28.956650301346
2043;2;44;64316.6007518464;513.033426262432;424.217823653145;248.390186530792;31.3927270225668
2043;2;45;64379.345478979;464.381561260024;395.412634559266;146.168784820727;35.1558544801953
2043;2;46;64753.3283003232;417.514239097936;368.422190904457;85.1354181628494;38.9215730338873
2043;2;47;66806.4258665638;388.625771343815;350.435658908812;49.46269666626;44.4946080956849
2043;2;48;70002.0319801177;350.678916001952;340.048585831364;32.0041402500363;51.5042302511608
2043;2;49;74114.8490154772;316.431237012942;329.835671993801;37.3950523899733;60.718554890593
2043;2;50;76025.9099634966;294.464387181197;316.136932893231;0;66.9554850326871
2043;2;51;77928.4096173278;273.915987313711;312.904941075414;0;76.5254541534974
2043;2;52;78639.5392873259;253.323663615085;300.914153265941;0;83.9450981304915
2043;2;53;79496.1739408793;234.618073164056;298.488745732353;0;90.0885462169303
2043;2;54;75851.8836877995;218.992587992766;277.717829549003;0;97.3378420441777
2043;2;55;73983.2302547067;201.334574630271;277.306171534592;0;102.86315984791
2043;2;56;70814.3232488233;185.538877817119;264.971091929353;0;113.065708059883
2043;2;57;68977.6186923185;170.808398552726;254.737120193306;0;118.891864008115
2043;2;58;66964.394661222;156.979109803578;235.685503865697;0;129.959965908686
2043;2;59;64369.6150446072;140.868457247965;224.548628958544;0;135.192319741093
2043;2;60;62762.1222059075;131.343810178465;211.730128703235;0;150.870168258676
2043;2;61;62381.7618332542;123.666842163851;208.840592855865;0;169.655594270842
2043;2;62;61664.3925953225;115.4836950023;200.109495970521;0;179.615645898897
2043;2;63;62910.4346514549;107.656713066453;201.703920690733;0;211.13024667244
2043;2;64;60764.0197025203;101.910841122902;199.901803329403;0;226.43733207729
2043;2;65;58598.6029932346;93.2289935458626;200.042552787524;0;252.040855502372
2043;2;66;58708.5547051153;84.7410474875877;197.279299342829;0;277.584323408849
2043;2;67;58629.2904509474;72.2001311222533;169.20275889169;0;305.156562630358
2043;2;68;60276.7738898904;63.8477485905946;149.698558756128;0;352.543325820259
2043;2;69;62169.8134440264;55.5208249248521;138.978142267053;0;400.493079164614
2043;2;70;60661.078212233;48.7854510664228;85.5072206413625;0;438.185421741789
2043;2;71;60948.9987562339;41.993765765377;84.7209562438473;0;490.656914875976
2043;2;72;60132.322465062;37.7804805823469;80.5345911251741;0;534.258066129631
2043;2;73;57953.744882055;36.5284993654062;79.2595630847295;0;577.40839246111
2043;2;74;55954.4444826226;30.7563643481532;76.7544371748506;0;616.684183776012
2043;2;75;57341.0775728347;32.1971752913063;74.7575776569038;0;709.690253019116
2043;2;76;58697.0462475805;29.1141341330177;71.2127090760737;0;806.664371885579
2043;2;77;57950.4474754906;25.8738048987828;68.3392342267011;0;900.468026388074
2043;2;78;56904.5424997341;24.9531171646878;67.1588447455789;0;1005.98573435931
2043;2;79;55476.8874688532;21.3538943228231;64.0181361809493;0;1111.10120119747
2043;2;80;50104.9198808748;17.7910670036651;35.9649563675619;0;1156.34123313204
2043;2;81;46619.3347266093;18.2896795380842;33.9888711411607;0;1242.9162294035
2043;2;82;43521.5379964231;16.0066888437204;31.0806041293483;0;1332.4987236046
2043;2;83;41600.7187921725;14.4260685543324;31.0210695290327;0;1484.32250347359
2043;2;84;39596.4544950121;13.0396447644295;27.6293067633495;0;1635.86438786898
2043;2;85;37519.6158164517;9.93886629851489;24.9187860920556;0;1837.00602216455
2043;2;86;35764.1032408442;9.62040105272478;23.6925557773189;0;2058.87821732752
2043;2;87;33072.7605986922;7.88812675774542;21.6978624237573;0;2231.14712636201
2043;2;88;30193.5725609894;6.85289593298979;19.6079860962588;0;2417.97762662453
2043;2;89;26753.0906541084;5.98269663912428;17.3243943816365;0;2528.76693214069
2043;2;90;24330.0427457623;4.77243362451695;16.3075075291175;0;2739.23724809343
2043;2;91;21219.6809455825;3.44814988168373;14.0299119860568;0;2797.73305020671
2043;2;92;17993.2289940823;2.93573336059652;11.9796886762435;0;2792.70059745658
2043;2;93;15596.1563041049;2.33100564795539;10.2635439191803;0;2847.37424446961
2043;2;94;13169.0655174394;1.25974675266461;8.27189346824283;0;2814.79855905719
2043;2;95;10840.8694918302;0.849529588472884;6.62539315192518;0;2661.74747309693
2043;2;96;8301.05900091865;0.612390028439129;5.09858518549913;0;2392.52608149338
2043;2;97;6185.89691463344;0.382833211737218;3.61952046180429;0;2041.68994491613
2043;2;98;4316.40370471954;0.139028085184084;2.3851790202846;0;1686.47708361574
2043;2;99;2887.55546768061;0.1959217229698;1.52816467412046;0;1263.68168637293
2043;2;100;3997.27662212375;0.284086554821846;2.48992227445642;0;2286.41131959842
2044;1;0;63890.3393740385;546.719486152129;84.25763491782;0;87.5994575780815
2044;1;1;64058.3488212732;880.293737050806;362.344237271067;0;16.31450229168
2044;1;2;64116.0977999459;839.970293734269;382.381288332084;0;5.92673757509633
2044;1;3;64118.6451260861;851.59523546283;400.982678950301;0;3.67002241718677
2044;1;4;64018.9176306932;805.47534069704;411.543134514656;0;3.39245592301831
2044;1;5;63797.0620850575;765.382679072934;420.89889570615;0;2.99372206761719
2044;1;6;63530.1552648782;731.92233500112;423.361574927969;0;2.68686839898046
2044;1;7;63258.2975784748;701.84353385981;411.866550891622;0;2.31229888922577
2044;1;8;63037.9381786668;674.317957884626;370.792052959841;0;2.21840916188041
2044;1;9;62902.1666771388;655.69769194684;336.175027017665;0;2.14548937248178
2044;1;10;62831.6159786847;638.541451590832;305.682942463397;0;2.1469806425701
2044;1;11;62895.8606942396;625.147311914454;277.596242470955;0;2.3918134952956
2044;1;12;63113.1040635737;609.513907955905;251.37720499233;0;2.67965853447615
2044;1;13;63451.4404770024;598.263069931268;228.81274610272;0;3.53829469696127
2044;1;14;63958.1860837543;600.098225307566;214.00230347554;0;4.49413514986843
2044;1;15;63769.5955732038;598.964374236101;201.606984716492;3.24470582928342;5.94218858001703
2044;1;16;63673.5828519978;621.053721390477;173.698413130459;6.11527091232182;7.99814563616111
2044;1;17;63630.5504596729;601.386190289444;144.713076960714;13.9320842746515;11.3956306533407
2044;1;18;63604.5983054348;616.590391049323;138.961186151787;36.6496247353616;15.0034017138338
2044;1;19;63507.4915727315;711.554466152909;235.119093720781;82.7739433565363;19.4909241103402
2044;1;20;64621.4986993342;849.90180957095;326.566030410759;161.863850906341;23.8811925246995
2044;1;21;65654.4376916626;998.806411542744;403.726826745531;301.24011393272;28.0772467659695
2044;1;22;66915.9462125794;1226.68735708746;474.630930296163;528.412889216381;32.2386969046595
2044;1;23;68129.7557302125;1466.00210510566;561.194886767706;826.49875436413;35.3243122228052
2044;1;24;68977.1225996745;1652.72832758972;666.786938118481;1175.52422152339;37.4244267199213
2044;1;25;70695.6539706436;1754.86367836815;777.625220709861;1565.56055730509;39.6181756137021
2044;1;26;72139.1872709324;1796.19903859049;866.177227667022;2068.18465613393;41.8010202115906
2044;1;27;72970.7799369425;1823.68070634119;934.652388029733;2675.25567454685;42.8637772189853
2044;1;28;75492.7492637599;1806.50311772326;982.442844463101;3333.82413874472;45.0421830498529
2044;1;29;75367.7028343645;1777.67180127793;1014.66228945411;3896.28254954651;44.3681775354188
2044;1;30;76058.98143624;1733.84493933137;1040.27968077882;4510.68830696403;44.4383992282055
2044;1;31;76001.3735152999;1678.28925349917;1033.27659268088;4936.26389024059;44.6309292587551
2044;1;32;76612.6773367514;1595.16677673468;1027.07348212366;5196.78357828954;44.337721388474
2044;1;33;76306.215839044;1509.73429753424;991.920719593604;5198.1369204607;43.4660906895332
2044;1;34;78726.2217144083;1410.50014526164;975.894388285264;5159.95657357283;46.5388394257526
2044;1;35;77253.6026780888;1329.97736559868;936.704140651742;4667.35124005514;45.6560948887661
2044;1;36;76774.6427866376;1233.113464685;904.946978132767;4070.46284680961;44.6575324123863
2044;1;37;75898.3065591375;1151.81463686072;867.236368480487;3420.0946907564;44.4656049462143
2044;1;38;75418.1619240744;1059.23928147562;827.038450785924;2815.38010619809;45.4105527559505
2044;1;39;73383.3162010727;991.820853171094;785.872064908899;2177.19027409304;44.4536383128077
2044;1;40;73425.0490478744;919.807921892563;748.228012796915;1656.57261919409;46.2283699003501
2044;1;41;72506.7982223519;860.196322939093;711.303058312917;1151.37191183392;47.7691212129974
2044;1;42;71214.2629208723;791.487907813291;685.048329161328;761.093914452234;47.4828573152646
2044;1;43;69819.2014907285;730.393706475421;652.889936872387;480.35902297693;49.7150488557425
2044;1;44;70815.3761425831;678.439005131265;642.748453186924;268.504002962593;54.9008272445235
2044;1;45;73006.922334758;635.484555752112;669.560862718106;156.456919504039;57.391239038244
2044;1;46;70490.9515945055;582.146150502585;594.534838924973;90.8504859458519;60.2340244135257
2044;1;47;68711.6842985828;539.228197145574;537.256313483283;51.7223657184361;63.9922106099236
2044;1;48;70273.6822583623;487.987041966551;513.173229124206;32.9460551552236;73.6327272900251
2044;1;49;73978.0967959684;454.945582694865;487.061255070903;37.9282198708406;87.4404830541313
2044;1;50;77147.0713210013;410.085545280647;461.771020015602;0;100.644054705648
2044;1;51;79025.3488042253;379.154150655759;439.129498587222;0;114.683159479488
2044;1;52;81315.877444028;347.685444171858;427.35728086065;0;123.291954925155
2044;1;53;82014.1391416218;319.5678393918;418.169583195954;0;143.848047892719
2044;1;54;81970.124979017;295.824351522411;410.339900203367;0;159.850468626822
2044;1;55;78079.42392785;279.457718510836;390.055469864057;0;160.908949705119
2044;1;56;76316.0891082094;254.854654263173;375.706807024621;0;176.184502467561
2044;1;57;71884.2431815703;229.30189646978;344.425475905471;0;180.503223348266
2044;1;58;70703.8507968118;216.351099769855;329.513303936976;0;190.946596263049
2044;1;59;69115.9268478434;198.099306960689;312.843811432254;0;210.223601424628
2044;1;60;66188.5782548155;184.519348043671;296.045452824665;0;217.39549582038
2044;1;61;64153.4356619617;172.696852837843;283.628386644493;0;235.063214023886
2044;1;62;63875.1220169851;162.789507144486;270.025689938305;0;256.114998276471
2044;1;63;62099.5951591101;156.834950583609;250.325335139164;0;277.417331830896
2044;1;64;63323.9448130624;146.308045570056;271.8943995134;0;314.638457680837
2044;1;65;61087.8763673557;142.348075401388;261.751863161936;0;341.764777477186
2044;1;66;58596.5263338092;122.800525173144;246.892475693441;0;360.539147126921
2044;1;67;58779.0433508172;107.229825332344;208.952040820775;0;399.344908146129
2044;1;68;58653.8264821451;94.5202145709744;188.718743129402;0;426.927938727094
2044;1;69;59770.6869075321;80.5182718717554;177.395454525328;0;482.059247064259
2044;1;70;61537.5306469919;67.2128742178539;119.038146938471;0;553.066809028457
2044;1;71;59687.7985821643;58.8366822812088;111.831553091338;0;583.823890337182
2044;1;72;59790.589977534;52.1848156748681;109.698314821484;0;650.64533615994
2044;1;73;58694.0533777471;44.6376133808897;102.421088272188;0;699.458662533973
2044;1;74;56104.4904916392;40.6085166160662;101.13945823113;0;761.716623845771
2044;1;75;54227.8873990548;35.1610195923517;96.8711964735973;0;822.200482614843
2044;1;76;55089.1579545425;31.5726994310371;95.6098633251497;0;939.117196771475
2044;1;77;56465.6135246557;28.2551703219984;91.7552444955344;0;1103.42462272791
2044;1;78;55407.5094375861;24.5230505303511;88.8225242414316;0;1237.90521389872
2044;1;79;53721.3135339448;22.3799108442614;86.5083398397699;0;1356.61259409159
2044;1;80;51419.6710779295;18.4579333235783;47.2035477894637;0;1510.26498347142
2044;1;81;46368.1032389355;14.4954696190957;44.0087447029224;0;1583.58909674131
2044;1;82;42104.172019637;14.1241122703153;41.0268274717693;0;1661.11614718278
2044;1;83;38554.7716356943;12.9851645982479;36.1277253800028;0;1779.85152288812
2044;1;84;35752.2212802813;11.4462019906835;35.2342720352836;0;1934.64171961403
2044;1;85;33594.3025419189;10.0829206224508;29.9370267921515;0;2150.31753211977
2044;1;86;30727.1874431091;7.94427211226337;26.6247259973113;0;2313.73674581396
2044;1;87;28048.6988176126;6.44129067519348;24.5351165149181;0;2483.91060960746
2044;1;88;25306.7629340322;5.5761852204771;21.4594754356304;0;2642.87655495176
2044;1;89;21659.4348860461;3.75925806430152;17.9193334062753;0;2638.04978946458
2044;1;90;18294.064419214;3.69071705538928;17.7939659668218;0;2653.6909206038
2044;1;91;15751.0375875898;2.68855282779119;14.125496999722;0;2668.99584985621
2044;1;92;12794.5900114535;1.99586044073988;11.4145703845211;0;2557.82643922228
2044;1;93;9957.24726401439;1.348667528211;8.79401012157673;0;2354.93721551669
2044;1;94;8026.05049028434;0.563640771878803;7.1516885513432;0;2200.8962988878
2044;1;95;6158.91678020687;0.364895123441641;5.24182763776761;0;1926.0915394252
2044;1;96;4506.74991565073;0.334447186663673;3.82871035402006;0;1685.61854349748
2044;1;97;3107.3443540885;0.177461122990377;2.71921523662305;0;1336.46577543752
2044;1;98;2059.35679967006;0.200855484323871;1.72976912434792;0;995.466434520412
2044;1;99;1285.35129036417;0.0923428887460569;1.03726410545452;0;718.402898326234
2044;1;100;1494.81785172369;0.275318589696304;1.36337558691574;0;1067.55972798186
2044;2;0;60390.5072909782;518.179885600439;79.6806178816018;0;79.4455164561794
2044;2;1;60541.4481545915;824.657655471832;342.818492133152;0;15.5846503500212
2044;2;2;60578.3010204586;776.050743963097;361.590317587627;0;5.30143099056832
2044;2;3;60563.9612905241;788.016289624167;378.59878110492;0;3.72678676000227
2044;2;4;60452.0911647905;742.950113709487;388.114072212908;0;3.3008675173981
2044;2;5;60234.7583957623;714.851585878861;396.774956418634;0;2.9110633948143
2044;2;6;59979.054465038;687.676130055214;399.327380609238;0;2.6114379154983
2044;2;7;59718.2901122957;659.084522409767;388.671652111406;0;2.24644410435099
2044;2;8;59501.6138901404;628.462131853934;349.79440770706;0;2.1542716780772
2044;2;9;59372.8832153347;618.987704576998;317.16925033265;0;2.08259849612365
2044;2;10;59296.2761061614;592.93807833034;288.346701961945;0;2.08342680853257
2044;2;11;59349.5059764857;582.30219443951;261.707401961551;0;2.32028030353136
2044;2;12;59538.0899972786;557.422730729542;236.761910424485;0;2.56818199463537
2044;2;13;59830.1854967307;535.684394716682;215.179215437034;0;3.16527519841642
2044;2;14;60276.6235900106;532.021377206362;200.861636401114;0;3.64134556378447
2044;2;15;60054.4284395204;518.442192682943;188.837368899286;3.06672352158883;4.65164756240321
2044;2;16;59920.470493964;537.997440969927;162.286222552658;5.77982909219446;5.5794116686826
2044;2;17;59860.2340542332;540.08422706629;135.044593138762;13.1678656857677;6.81568548738155
2044;2;18;59881.794734776;644.4009385733;155.232658962173;34.6392776870496;7.71795797122765
2044;2;19;59891.8309917139;881.867393216886;340.333083944092;78.2335325363567;8.90764871284872
2044;2;20;61027.1264494383;1053.19832402796;489.04196841808;152.985110203056;9.6104907672977
2044;2;21;62059.6043776052;1180.12106256125;576.216513905353;284.716147364149;10.665925446997
2044;2;22;63322.2341359539;1400.19616948051;636.013780147406;499.427782280178;11.1960853221531
2044;2;23;65016.4749047883;1619.11567534082;691.693178560962;781.162701314007;11.7699152747969
2044;2;24;65333.2230530757;1767.1249253903;768.69207442626;1111.04302516673;12.1537021896011
2044;2;25;66900.8914009897;1820.99767363543;855.20645732018;1479.68464266591;13.0343321737919
2044;2;26;68567.8164826067;1806.11131407643;922.441008611363;1954.73823072452;13.5861888625788
2044;2;27;69451.3335896474;1765.84759840367;953.905317874784;2528.5094967172;14.1431137183607
2044;2;28;71872.1002408707;1740.15822778106;976.902410467736;3150.95341181883;15.4382937415248
2044;2;29;70877.216983599;1667.8398644265;966.918138585654;3682.55921187444;15.8064350235246
2044;2;30;72174.1860111278;1594.14150368777;961.168605501656;4263.26288339588;16.8436234956587
2044;2;31;72117.7757437372;1510.90186365339;928.812845511458;4665.4943090214;17.8089257041358
2044;2;32;72941.37953323;1414.46704200323;903.827264220721;4911.72367378115;18.7123607657041
2044;2;33;72744.4121661009;1308.42750009007;847.656980146492;4913.00278088281;19.7516965058516
2044;2;34;74821.7665607405;1225.25651708832;815.712325984082;4876.91674596195;21.2800233982196
2044;2;35;73445.3244308035;1120.51190192799;761.442093346587;4411.33236246409;21.7800824545521
2044;2;36;72826.7409303184;1028.39957427786;719.263158208367;3847.18517266055;22.098698779987
2044;2;37;72202.4335050715;944.754969066838;673.304799926267;3232.4917530413;23.0709332392074
2044;2;38;71899.1462413983;871.943813882391;633.67061966421;2660.94766310378;23.9495592048907
2044;2;39;70188.1269119326;793.581148989384;594.168807623173;2057.764548107;24.5229895263053
2044;2;40;69710.2194433132;728.352878574122;559.955929356903;1565.70440705389;26.130600903379
2044;2;41;69097.908252589;678.882158945344;529.467214870035;1088.21554553608;26.7853432213662
2044;2;42;67699.8956729265;617.289267135197;490.483778704744;719.345522334838;29.4740274488325
2044;2;43;65420.7993172643;563.665624707025;453.454667812043;454.009821560961;28.7942993674345
2044;2;44;65174.7179346056;513.319721681959;427.343330922818;253.77571491835;31.4815386506901
2044;2;45;64349.449918006;464.640994467906;397.055469683535;147.87476597357;34.7363586247272
2044;2;46;64387.992968493;417.74997198537;370.886704964192;85.8670513928991;38.2157775072579
2044;2;47;64748.4883860653;388.846577834795;351.171435920214;48.8852314775104;42.5150561724194
2044;2;48;66771.8069119191;350.882936768334;337.084604427321;31.1388605328207;48.4172869857131
2044;2;49;69936.368809479;316.623155842584;325.882746182332;35.8477378627533;56.4035802988991
2044;2;50;74028.4964385714;294.654517139212;316.748637602955;0;64.2584564421286
2044;2;51;75917.6911933824;274.100361249093;308.818055314229;0;73.501076048973
2044;2;52;77802.2032105483;253.504846496686;297.793986067788;0;81.9172672084006
2044;2;53;78493.1591265815;234.803801454678;293.387022399768;0;87.7969397993205
2044;2;54;79334.321033164;219.179972062208;280.403683414692;0;100.629196362826
2044;2;55;75671.8389675157;201.51902187165;277.687064789106;0;103.876677366359
2044;2;56;73782.7909611104;185.723571516916;269.785106696867;0;116.377758416337
2044;2;57;70608.4104217918;170.988633236342;256.886382671259;0;120.015077596631
2044;2;58;68764.4518851205;157.151292854301;238.564267065368;0;131.75383298698
