;year;age;rate;sex
2454;2094;30;0.0001710043598756;2
2455;2094;31;0.0001728591607021;2
2456;2094;32;0.0001749509100008;2
2457;2094;33;0.0001775453920704;2
2458;2094;34;0.0001809259233718;2
2459;2094;35;0.0001853834181266;2
2460;2094;36;0.0001912096790008;2
2461;2094;37;0.0001986934721684;2
2462;2094;38;0.0002081182778303;2
2463;2094;39;0.0002197603709615;2
2464;2094;40;0.0002338860609727;2
2465;2094;41;0.0002507474259291;2
2466;2094;42;0.0002705766146732;2
2467;2094;43;0.0002935796301483;2
2468;2094;44;0.0003199312791;2
2469;2094;45;0.0003497734642654;2
2470;2094;46;0.000383218988382;2
2471;2094;47;0.0004203623941447;2
2472;2094;48;0.0004612981069241;2
2473;2094;49;0.0005061445189888;2
2474;2094;50;0.0005550710702893;2
2475;2094;51;0.0006083242970095;2
2476;2094;52;0.0006662485615091;2
2477;2094;53;0.0007292978255554;2
2478;2094;54;0.0007980362136351;2
2479;2094;55;0.0008731269264084;2
2480;2094;56;0.0009553110112071;2
2481;2094;57;0.0010453794003662;2
2482;2094;58;0.0011441434328682;2
2483;2094;59;0.0012524107506765;2
2484;2094;60;0.0013709748781332;2
2485;2094;61;0.0015006276440847;2
2486;2094;62;0.0016422034525627;2
2487;2094;63;0.0017966628601075;2
2488;2094;64;0.001965219905321;2
2489;2094;65;0.0021495136298084;2
2490;2094;66;0.0023518202683489;2
2491;2094;67;0.002575300013895;2
2492;2094;68;0.002824272227501;2
2493;2094;69;0.0031045158845187;2
2494;2094;70;0.00342359732273;2
2495;2094;71;0.0037912334623179;2
2496;2094;72;0.0042197036182655;2
2497;2094;73;0.0047243249704751;2
2498;2094;74;0.0053240044465986;2
2499;2094;75;0.0060418727966339;2
2500;2094;76;0.0069059954867998;2
2501;2094;77;0.0079501411591478;2
2502;2094;78;0.0092145743553408;2
2503;2094;79;0.0107468288608326;2
2504;2094;80;0.0126024165117036;2
2505;2094;81;0.0148454392726927;2
2506;2094;82;0.0175491043571601;2
2507;2094;83;0.0207961940301331;2
2508;2094;84;0.0246796083701126;2
2509;2094;85;0.0293031684252651;2
2510;2094;86;0.0347829213272743;2
2511;2094;87;0.0412492101661118;2
2512;2094;88;0.048849748582033;2
2513;2094;89;0.0577538745237793;2
2514;2094;90;0.0681580653196297;2
2515;2094;91;0.080292703540144;2
2516;2094;92;0.0944300187741804;2
2517;2094;93;0.110893115961626;2
2518;2094;94;0.130066043902361;2
2519;2094;95;0.152404948674759;2
2520;2094;96;0.178450469737915;2
2521;2094;97;0.208841628727402;2
2522;2094;98;0.244331472030329;2
2523;2094;99;0.285804578136719;2
2524;2094;100;0.334296130498868;2
2525;2094;0;0.00226;1
2526;2094;1;0.0002;1
2527;2094;2;7e-05;1
2528;2094;3;0.00015;1
2529;2094;4;0.00013;1
2530;2094;5;3e-05;1
2531;2094;6;6e-05;1
2532;2094;7;9e-05;1
2533;2094;8;8e-05;1
2534;2094;9;8e-05;1
2535;2094;10;3e-05;1
2536;2094;11;6e-05;1
2537;2094;12;5e-05;1
2538;2094;13;0.00012;1
2539;2094;14;0.00014;1
2540;2094;15;0.00011;1
2541;2094;16;0.00021;1
2542;2094;17;0.00033;1
2543;2094;18;0.00036;1
2544;2094;19;0.0006;1
2545;2094;20;0.000402324365354;1
